City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
567,Changli,CN,55.33,broken clouds,39.7042,119.1506,7Days Inn Qinhuangdao Changli Jieyang Street
570,Bandarbeyla,SO,78.69,light rain,9.4942,50.8122,JABIR HOTEL
573,Salinas,US,60.89,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
574,Santa Teresa,VE,80.42,overcast clouds,10.2341,-66.6631,Funeraria Lira
576,Cape Coast,GH,77.54,overcast clouds,5.1053,-1.2466,Samrit Hotel
579,Maloh,PH,83.5,overcast clouds,9.056,122.9851,Centralle District Beach Resort
580,Bourail,NC,80.01,clear sky,-21.5667,165.4833,Motel Allamanda
582,Locri,IT,64.98,overcast clouds,38.2414,16.2623,Grand Hotel President
583,Durban,ZA,64.02,clear sky,-29.8579,31.0292,Hilton Durban
585,La Romana,DO,82.13,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
586,Rurrenabaque,BO,78.4,scattered clouds,-14.4413,-67.5278,Casa de Campo
589,Yaring,TH,83.28,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
590,Diamantino,BR,76.23,scattered clouds,-14.4086,-56.4461,Hotel Delta
591,Kaiyuan,CN,65.97,overcast clouds,23.6977,103.3037,Dongqi Hotel
594,Inhambane,MZ,69.15,few clouds,-23.865,35.3833,Oceano
595,Wad Madani,SD,82.85,clear sky,14.4012,33.5199,فندق يوغسلافيا
597,Mayumba,GA,76.37,moderate rain,-3.432,10.6554,LIKWALE LODGE
602,Champerico,GT,82.35,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
603,Rach Gia,VN,84.15,broken clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
605,Luganville,VU,84.38,few clouds,-15.5333,167.1667,The Espiritu Hotel
606,Menongue,AO,64.33,light rain,-14.6585,17.691,Ritz Lauca
607,Sao Joao Da Barra,BR,70.79,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
609,Nador,MA,61.05,clear sky,35.174,-2.9287,Hôtel La Giralda
612,Wakuya,JP,60.76,overcast clouds,38.5333,141.1333,ホテルふたりの夢を叶えましょう
614,Muros,ES,67.23,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
616,Gat,IL,74.39,overcast clouds,31.61,34.7642,OlusHome
617,San Vicente,AR,60.71,overcast clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
618,Wajid,SO,72.91,scattered clouds,3.8093,43.2471,xamdihotelresturant114
619,Dhidhdhoo,MV,80.51,scattered clouds,6.8833,73.1,Dhidhoo beach
621,Fortuna Foothills,US,80.69,clear sky,32.6578,-114.4119,Fortuna De Oro RV Park
622,Lorengau,PG,83.79,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
625,Jiwani,PK,81.09,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
627,Flagstaff,US,56.86,clear sky,35.1981,-111.6513,Drury Inn & Suites Flagstaff
629,Maues,BR,77.59,broken clouds,-3.3836,-57.7186,Hotel Miramar
630,Keti Bandar,PK,80.94,few clouds,24.1447,67.4497,Haji laloo memon house
633,Malakal,SS,75.09,scattered clouds,9.5334,31.6605,Nile Palace Hotel
634,Mabai,CN,57.92,overcast clouds,23.0128,104.4508,Yingpan Hostel
635,Carutapera,BR,78.22,scattered clouds,-1.195,-46.02,Lidera
636,Lima,PE,64.9,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
637,Canarana,BR,69.73,few clouds,-11.6847,-41.7689,Hotel
640,Tezu,IN,73.4,overcast clouds,27.9167,96.1667,Circuit House
642,Grafton,US,60.15,light rain,42.207,-71.6856,The Grafton Inn
643,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
645,Makaha,US,81.73,clear sky,21.4694,-158.2175,Hawaiian Princess Resort
647,Guerrero Negro,MX,66.02,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
648,Itaqui,BR,69.6,broken clouds,-29.1253,-56.5531,HOTEL BIASI - ITAQUI/RS
649,Shenjiamen,CN,67.82,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
651,Angoche,MZ,72.25,clear sky,-16.2325,39.9086,Guest House HESADA
653,Nauta,PE,75.9,scattered clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
657,Constitucion,CL,55.09,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
662,Cap Malheureux,MU,74.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
666,Lehigh Acres,US,72.95,overcast clouds,26.6254,-81.6248,Lehigh Resort Club
669,Jatai,BR,69.84,light rain,-17.8814,-51.7144,La Vitre Hotel
671,Maturin,VE,71.49,overcast clouds,9.75,-63.1767,Hotel Residencial La Pichincha
672,Kamaishi,JP,56.35,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
674,Gisborne,NZ,68.95,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
677,Mayo,US,58.95,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
680,Banamba,ML,79.11,broken clouds,13.55,-7.45,Kassela de Banamba
681,Khandbari,NP,65.53,scattered clouds,27.3747,87.2039,Sainik Hotel And Lodge
685,Fare,PF,78.26,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
686,Bambanglipuro,ID,83.97,overcast clouds,-7.95,110.2833,Puri Brata
688,Hambantota,LK,77.34,scattered clouds,6.1241,81.1185,Bungalow 63
691,Batemans Bay,AU,73.2,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
694,Hirado,JP,69.15,clear sky,33.3597,129.5531,Samson Hotel
699,El Tigre,VE,75.18,moderate rain,8.8875,-64.2454,Hotel Santa Cruz
700,Sahuaripa,MX,69.49,clear sky,29.05,-109.2333,Estatua de Sahuaripa
701,Erzin,TR,63.32,scattered clouds,36.9559,36.2,Artemis Otel
702,Belmonte,BR,75.7,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
703,Mercedes,AR,74.64,clear sky,-34.6515,-59.4307,Posada del Inti Centro
